AÑO,MES,DIA,CARBON,NUCLEAR,HIDRAULICA,CICLOCOMBINADO,EOLICA,SOLARTERMICA,SOLARFOTO,COGENERACION,IMPORTACION
2022,SEPTIEMBRE,23,29640,165436.4,80566.1,295349,98722,15473,94566.3,70338.1,0
2022,SEPTIEMBRE,24,23003,165323.8,73366.3,114058.7,212343.6,11737.7,96937.2,68477.4,0
2022,SEPTIEMBRE,25,16553.6,160811.9,74373,57340.9,240640.2,15453.2,92148.9,64442,0
2022,SEPTIEMBRE,26,26789.1,142773.4,87231.6,162332.3,204069.9,16085.9,102435.1,70068.3,0
2022,SEPTIEMBRE,27,24718,142715.2,48680,169046.5,272233.8,20451.2,109304.3,72404.7,0
2022,SEPTIEMBRE,28,24234.5,143269.2,47196.1,128574.4,306689.8,20219.1,101523.6,70878.6,0
2022,SEPTIEMBRE,29,24222.7,143891.5,47041.1,105128.2,354462.1,11207,71411.8,71373.5,0
2022,SEPTIEMBRE,30,21705.1,143818.3,42369.6,156856.3,239491.2,20533.2,107539.7,75198.3,0
2022,OCTUBRE,01,29640,144061.7,36936.2,219018,86791.7,16156.8,108329.9,79717.1,18090.1
2022,OCTUBRE,02,29640,144246.8,42505.5,161339.9,110315,18829.3,107137.4,77894.5,1117.8
2022,OCTUBRE,03,29640,144217,72091.2,313953.6,57154.8,13402,87851.5,88623.2,0
2022,OCTUBRE,04,17280,144176.8,47911,375522.8,47701.2,15716.9,96145.7,89355.5,0
2022,OCTUBRE,05,7200,143938.8,23860.7,370843,94976.3,13132.9,95271.5,86326.8,0
2022,OCTUBRE,06,16973.4,143586.6,28632.1,262323.8,204192.2,13183.4,90312.6,88613.2,0
2022,OCTUBRE,07,19560,143451.8,43660.4,323301.6,105083.5,9560.9,83029,87571.5,0
2022,OCTUBRE,08,13190.4,142931,22513,247200.1,145008.8,12190.6,88935,83985.9,0
2022,OCTUBRE,09,19560,142930.9,27851.3,230499.2,100628.7,11167.1,89741.6,81613.2,0
2022,OCTUBRE,10,22280,142691.2,55646.1,375709.3,53504.9,3849.3,56715,83900.1,0
2022,OCTUBRE,11,23640,142269.6,43259.3,388848.1,61341.3,2776.9,61224,87405.3,0
2022,OCTUBRE,12,25725,142070.5,18141.7,311418.4,79036.3,9501.2,88417.2,85588,0
2022,OCTUBRE,13,26791,142101.4,36324.5,372570.2,59282.5,13601.8,97446,83867.8,0
2022,OCTUBRE,14,24637.6,134870.9,34614.5,345171.7,97403.8,14743.5,101414.5,84061.8,0
2022,OCTUBRE,15,1153,119063.3,36718.9,258756.8,136778.2,12776.5,97727.3,82706.5,0
2022,OCTUBRE,16,1264,119092.5,27629.4,123558.3,243681.3,3325.7,68044.5,79535.5,5591.4
2022,OCTUBRE,17,763,118798.3,41053.4,205825.4,248552.7,10007.9,77572.8,84058.4,3040.3
2022,OCTUBRE,18,1829,118877.2,28213.7,187735.7,323300.8,6777,77777.6,81852.6,0
2022,OCTUBRE,19,763,118829.3,34007.4,168867.5,367309.2,2096.7,50898.8,83432.9,0
2022,OCTUBRE,20,763,118833.9,34238.8,148111.5,404925.2,1043,30330.5,78173.2,0
2022,OCTUBRE,21,763,118883.8,60913.8,173685.3,342527.9,1590.2,40231.4,80316.6,0
2022,OCTUBRE,22,0,118838.8,32557.3,87355.4,365081,1735.8,59816.8,78185.2,0
2022,OCTUBRE,23,483,118900.2,27833.7,20579.8,421245.7,639.6,55513.8,78591.9,14942.8
2022,OCTUBRE,24,763,118957.8,51176.8,148720,209992.6,1049.9,59103.3,88745.9,77331.3
2022,OCTUBRE,25,763,119101.4,40029.2,143278.2,314106.7,1211.9,60508,88610.3,25914.7
2022,OCTUBRE,26,763,119413.6,49778.7,208623.2,252469.4,1185.3,57567,85939.3,28421.3
2022,OCTUBRE,27,0,119051.8,46506,69236.2,379450.2,2960.2,71069.6,85532.4,11051.1
2022,OCTUBRE,28,483,119171.1,42266.3,91250.6,320999.2,4683.5,67169.2,84888.1,38652.6
2022,OCTUBRE,29,483,119280.8,42268.1,47438.9,322687.2,6058.4,77483.3,84713.8,14910.1
2022,OCTUBRE,30,120,124155.7,54841.1,118628,134898.5,2461.1,53606.2,86727,74688.1
2022,OCTUBRE,31,763,119352.5,85888.2,40976.5,270741.5,1776.6,39681.6,92363.1,38953.4
2022,NOVIEMBRE,01,763,119300.2,34131.5,171465.2,89809.5,5612.5,71300.9,93898,64969.9
2022,NOVIEMBRE,02,5513,119287.5,45951.7,275096,75323,6206.1,74626.6,96199.5,61485.5
2022,NOVIEMBRE,03,5410.2,119494.6,39726.3,129036.6,310103.7,2068.1,38910.8,103659.4,38738.3
2022,NOVIEMBRE,04,7873,120769.3,75326.2,180866.5,261834.3,3115.6,72973.6,102370.4,0
2022,NOVIEMBRE,05,763,127206.3,38180.2,236104.8,134670,9986.2,92144.7,102438.3,5892.9
2022,NOVIEMBRE,06,763,131453.2,37232.5,105120.4,160876.9,7772.3,86377.9,98394.8,32643.9
2022,NOVIEMBRE,07,763,138207.2,40716.2,175395.6,211883.8,8762.4,77070.9,100590,14593.1
2022,NOVIEMBRE,08,763,144149.9,35612.7,157402,307844.9,2443.2,51974.5,98918.3,16141.5
2022,NOVIEMBRE,09,763,143951.9,47628.5,325633.6,129668.4,2916.8,51042,102664.2,14415.1
2022,NOVIEMBRE,10,763,144064.5,62026.8,346591.7,81927.6,6263.7,78308,103441.6,0
2022,NOVIEMBRE,11,763,144205.3,50614.2,217465.4,228856.3,7654,63366,103831.8,0
2022,NOVIEMBRE,12,763,144378.6,45965.1,95869,298803,6262.3,65680.2,99463.3,0
2022,NOVIEMBRE,13,763,144323.6,53231.4,138409.3,182446.8,8195.6,75868.3,93881.9,511.6
2022,NOVIEMBRE,14,763,144169.6,53514.3,254014.8,212868.3,1006.4,46260.3,100719.9,0
2022,NOVIEMBRE,15,763,143792,55378.1,86237.4,431524,372.7,33234,101555.4,0
2022,NOVIEMBRE,16,763,143942.9,56081.1,50688.9,463825.9,1320.4,28120.2,106816.4,0
2022,NOVIEMBRE,17,763,143871,76587.3,29753.6,466534.5,1385.3,38445.3,105293.3,0
2022,NOVIEMBRE,18,763,143846.6,98209.7,118091.5,324071.9,4810.5,47799.1,106425.4,0
2022,NOVIEMBRE,19,763,143836.1,72306.9,6292,406435.4,4646.7,65476.5,103865.9,0
2022,NOVIEMBRE,20,763,144083.8,83063.7,13070,308805.3,2849.3,54509.5,99896.7,0
2022,NOVIEMBRE,21,763,144185.9,59630.3,355,525716.3,1255.7,28027,109132.9,0
2022,NOVIEMBRE,22,763,143945.1,63654.6,270,538439.6,866.7,34701.6,106998.9,0
2022,NOVIEMBRE,23,763,144349.4,93947,81656.1,439170.6,1496.5,36433.6,106659,0
2022,NOVIEMBRE,24,13575.4,144298.4,129697.3,216118.7,224138.5,2096.5,36354.2,105805.5,0
2022,NOVIEMBRE,25,26841.3,147178.5,128526.8,161888.2,230819.2,4328,64740.5,111593.3,0
2022,NOVIEMBRE,26,25619.4,145629.4,125085.9,129267.8,174154.6,6681.5,74867.8,107241.9,0
2022,NOVIEMBRE,27,23925,159505.1,100007,87556,194961.1,4398.7,66722.5,109122.7,0
2022,NOVIEMBRE,28,25935.6,144287.2,99168.6,61201.5,398011.8,5932.1,71509.9,110996.2,0
2022,NOVIEMBRE,29,36068.3,160467.2,116816.7,189289.7,218324.1,7096.7,68123.2,110766.3,0
2022,NOVIEMBRE,30,29080,168787.7,133488.4,312684.7,84532.3,2492.3,47763,111215.1,0
2022,DICIEMBRE,01,37920,169400.9,136779.1,177831.8,185768.9,2826.6,52388.9,105458.6,0
2022,DICIEMBRE,02,24360,169522.6,116227.3,285530.3,123426.4,6041.3,58500.4,103247.1,0
2022,DICIEMBRE,03,38040,168810.9,115958.9,236914,94500.7,5867.7,56339.5,105772,0
2022,DICIEMBRE,04,24936,168835.2,162839.9,169177,86004.3,2096.7,51980.6,101445.2,0
2022,DICIEMBRE,05,29650,168816.2,109666.4,208479.1,200835.6,433.1,22855.7,109529.3,0
2022,DICIEMBRE,06,31980,169671,114401,310185.7,48802.2,549,34664.7,107554.9,0
2022,DICIEMBRE,07,26880,169634.6,81939.8,336873.4,106010.6,743.5,36706.1,101545.7,0
2022,DICIEMBRE,08,26880,158864,89883.1,126630.6,267052.7,160.2,26040,106809.3,0
2022,DICIEMBRE,09,26520,165593,104007.3,170473.5,240428.7,107.4,29169.2,110543.3,0
2022,DICIEMBRE,10,25920,168993.4,108244.8,102932.7,303284.2,361.6,46148.2,100284,0
2022,DICIEMBRE,11,33100,160804.3,107280.4,161770.2,193547.5,22.9,21051.3,98113.2,0
2022,DICIEMBRE,12,36720,169641.1,99659.6,24501,442642.2,1032.7,18085.6,103586.6,0
2022,DICIEMBRE,13,32226,169576.1,133738.5,67897.7,381128.3,346.6,15641.6,101134.8,0
2022,DICIEMBRE,14,32319,169575,183104.9,29317.7,342039.2,300,31717.1,109854.7,0
2022,DICIEMBRE,15,37440,165659.5,198357.2,132534.5,215169.2,218.3,35559.2,102480.5,0
2022,DICIEMBRE,16,37440,169193.3,197911.9,105749.4,232647.2,466.1,35289.7,105652.5,0
2022,DICIEMBRE,17,37440,169194.7,216395.1,126777.4,89029.9,1617.8,44787.7,104631.1,0
2022,DICIEMBRE,18,30840,169706.5,144443.3,1161,274357.4,3062.5,57928,99331.5,0
2022,DICIEMBRE,19,33502.1,169818,174798.2,13106,375438.1,2415.8,51101.2,104893.6,0
2022,DICIEMBRE,20,25689.2,169592.8,195339,13630,368355.6,1235.1,33993.4,104013.9,0
2022,DICIEMBRE,21,3555,169287.4,193378.8,6830,383502.7,1707.6,38678.4,101014.8,0
2022,DICIEMBRE,22,1346,169502.9,213801.2,6680,357933.1,1541.3,40102.6,101922.8,0
2022,DICIEMBRE,23,1346,169582.7,209112.1,150,342206.2,3358.3,51699,98870.6,0
2022,DICIEMBRE,24,954,169448.3,161584.2,0,278544.3,4015.7,51195.8,84723.1,0
2022,DICIEMBRE,25,763,169468.1,138285.3,60,279503.8,3825.7,49655,83234.2,0
2022,DICIEMBRE,26,763,169502.7,212712,26535.7,84710.3,5023.7,61938.8,84894.5,28958.3
2022,DICIEMBRE,27,8179,169505.9,273459.5,26250.1,81574.2,8237.3,67290.2,92967.4,11912.9
2022,DICIEMBRE,28,763,169578,162841,520,266586.7,5946.1,64834.7,94269.1,29192.4
2022,DICIEMBRE,29,763,169668.2,147368.1,0,342758.3,3049.3,46429.7,89930.2,26115
2022,DICIEMBRE,30,763,162738,130119.5,0,416490,2539.5,41948.4,83019.6,6995.1
2022,DICIEMBRE,31,763,154339.7,152286.8,0,290854.7,5398.5,56485.8,76617.8,16906.2
